name,online_order,rate,votes,location,rest_type,cuisines,approx_cost(for two people),listed_in(type),listed_in(city)
 basil dimsums tasted amazing ( a little costly though). Pan fried noodles is a must have for vegetarians. Delicious sauce preparation with soft noodles. The fried noodle dessert in the end was a perfect finish to one happy meal!'), ('Rated 5.0', Fish Sichuan Chilly and Crispy vegetable in plum sauce are must tries. Main course were offered with a wide spread of chicken /prawn/ lamb/ crab etc with vegetable green curries. Deserts are also good. Honey noodles with vanilla ice cream is my all time favourite'), ('Rated 5.0', when you talk about eating Chinese (anywhere in India)," """"Mainland China"""" is the name that comes first to your mind !!\n\nThis restaurant chain is probably the biggest Chinese restaurant chain in the entire country and they are popular in every city they have opened up !! ...... and why won\'t they ? ........ they serve good Chinese food that tastes very good too.\n\nThe Mainland China outlet in Whitefield (Bangalore) is another feather in the cap for this chain ...... You can visit this restaurant (or any Mainland China outlet in that case) if you want to enjoy very good Chinese food !! So ...... Go For It !!')", 'RATED\n  This is my 4th visit here, but unfortunately this time the experience was not so good.\nBooked the table through Zomato and we had to wait another 30 min past the reserved time to get the table. There was a bit of mismanagement at the entrance desk where tables were not allocated according to the booking.\nWe were a group of 7 people and few of the dishes like soup, salt was either too high or too less in few of the dishes.\n\n3 stars for their well prepared and arranged deserts, and cleanliness of the place.\n\nHope the mamagement & chef takes little more care on above said concerns.')
Bufferia,No,4.0/5,345,Marathahalli,"Casual Dining, Bar","Asian, Continental, European, Mediterranean","1,500",Buffet,Brookefield
Kava Kitchen & Bar - Fairfield by Marriott,No,3.9/5,69,Whitefield,"Casual Dining, Bar","North Indian, South Indian, Continental, American, Asian","1,200",Buffet,Brookefield
M Cafe - Bengaluru Marriott Hotel Whitefield,No,4.1/5,821,Whitefield,Fine Dining,"North Indian, American, Italian","2,500",Buffet,Brookefield
Barbeque Nation,No,3.8/5,32,Whitefield,Casual Dining,"North Indian, European, Mediterranean, BBQ, Kebab","1,600",Buffet,Brookefield
The Square Table,Yes,4.2/5,560,Whitefield,Casual Dining,"North Indian, Maharashtrian, South Indian","1,000",,
 ('Rated 1.0', 'RATED\n  Pathetic place on the block. Very expensive for the food on offer. Hardly any flavour. Food served was cold. Service was decent but only because there were hardly any tables occupied.')," """"RATED\n  TST is on first floor of Inorbit mall Whitefield. Location is good and hence no issue of parking. This restaurant has unique style where cycle steel rims are decorated beautifully and lamps are like musical instrument -- Tabla.\n\nFound good service (may be because of empty floor while we visited). It is crowded during weekdays because of buffets.\n\nI tried nehru place paneer tikka labaabdaar ", Malai Kofta with garlic naan, ('Rated 4.0', 'RATED\n  Had been here as i felt bored with food everywhere . They served Delicious food. Have ordered panner tikka, lassi and tawa palav. Every byte was tatsy. Paneer was so creamy with perfectly marinated. Kabab was crispy and that chat marsala was giving it awesome taste. Thick lassi and best tawapulao. I found it expensive for that amount of food what they serve apart from that the tables are so conjusted that u hardly can keep 2 items. The food quantity was less inspite of high charges but quality is really good.'), ('Rated 4.0', Chicken Tandoori in starters and a few Naans, Chicken Chettinad
Marigold Fine Dine Restaurant,No,4.0/5,288,Whitefield,Casual Dining,"Continental, Asian","1,500",Buffet,Brookefield
Tiffin Room - Miraya Hotel & Residences,No,3.8/5,137,Whitefield,Fine Dining,"North Indian, South Indian, Asian","2,000",Buffet,Brookefield
Flavours Radha Hometel,No,3.5/5,185,Whitefield,Casual Dining,"North Indian, Continental, Chinese, South Indian",800,Buffet,Brookefield
The Podium Sports Bar,No,3.8/5,24,Marathahalli,Bar,Finger Food,"1,200",Buffet,Brookefield
Bangalore Agarwal Bhavan,No,3.0/5,5,Whitefield,Quick Bites,"Mithai, Street Food",500,Buffet,Brookefield
Zodiac,No,3.6/5,62,Whitefield,Casual Dining,"Italian, Mexican, Mediterranean, North Indian, Continental","1,500",Buffet,Brookefield
Sizzles,No,NEW,0,Whitefield,Casual Dining,"North Indian, Chinese, Continental",800,Buffet,Brookefield
M Bar - Bengaluru Marriott Hotel Whitefield,No,3.9/5,75,Whitefield,"Fine Dining, Bar",Finger Food,"2,000",Buffet,Brookefield
Quality Eat,Yes,,0,Whitefield,Casual Dining,South Indian,400,Buffet,Brookefield
Citrus Cafe - Lemon Tree Hotel,No,3.8/5,118,Whitefield,Casual Dining,"North Indian, Continental, South Indian, Asian","1,900",Buffet,Brookefield
Afoozoo - Ginger Hotel,No,3.5/5,40,Whitefield,Casual Dining,"North Indian, Chinese",800,Buffet,Brookefield
Keys Cafe - Keys Hotel,No,2.8/5,161,Whitefield,"Casual Dining, Bar","Chinese, Continental, North Indian","1,200",Buffet,Brookefield
Flavors of India,Yes,3.6/5,34,Marathahalli,Casual Dining,"North Indian, Chinese, Andhra",800,Buffet,Brookefield
The Restaurant,No,3.7/5,23,Marathahalli,Casual Dining,"Continental, Chinese, North Indian","1,200",Buffet,Brookefield
HIGH SKY,No,3.6/5,32,Whitefield,Casual Dining,"Continental, North Indian, Chinese, Arabian","1,000",Buffet,Brookefield
Southern Spice,No,3.0/5,83,Whitefield,Casual Dining,South Indian,"1,200",Buffet,Brookefield
Paprica,Yes,2.6/5,118,Marathahalli,"Casual Dining, Bar","North Indian, Chinese","1,200",,
 'RATED\n  Dropped by for a team lunch on a Friday afternoon. Starters were good, specially chicken teel fry which was very good boneless Kabab., white rice and dal tadka. Chicken Masala was quiet spicy, mutton curry was also good. German potato was very new and tasted good too. Chicken biriyani was not upto the mark. Sahi tukda And gulab jamun was too good. You will see a green color jamun also. Hospitality and cleanliness and maintainace was average. Ambience was okish. Buffets is reasonably fine. Ala carte on the other hand side was bit costly. Need to improve on hygiene.'), 'RATED\n  Visited to have some beer along with Dinner. Ambience is not great, service is poor, ('Rated 2.5'," """"RATED\n  I dropped by for a lunch with my girls today. A very average buffet spread of dishes awaited us", and not in a good way !\nHonestly," it was not worth spending 500 per head.\nI'm not coming back any time soon."""")"
Elements - Mapple Express,No,2.9/5,51,Whitefield,Casual Dining,"North Indian, Chinese, Fast Food",600,Buffet,Brookefield
Mega Bite,No,3.6/5,54,Whitefield,Casual Dining,"North Indian, Chinese, South Indian, Continental","1,100",Buffet,Brookefield
Breads and Banter,No,4.2/5,65,Brookefield,"Cafe, Bakery","Cafe, Bakery, Fast Food",400,Cafes,Brookefield
Onesta,Yes,4.3/5,840,Brookefield,"Casual Dining, Cafe","Pizza, Cafe, Italian",600,,
 so I guess everyone will get something they prefer ?'), ('Rated 5.0', just like the initial days of Onesta. Service was top-notch, so was the ambience. This place needed a nice restaurant for quite some time now, who attended our table. Very nice service, even offered us a couple of complimentary desserts at the end. Highly recommended !!'), 'RATED\n  Starters were okay, desserts were good but we dis not like anything in maincourse. We went for unlimited option as their quantity is very less but so is the price. It was my second visit and I would not recommend this ppace. What makes a pasta tasty is the sauce and this place lacks in the variety as well as quality of mai. Course.'),the service was prompt and quick ,hospitality was awesome.\nI loved their concept of sending the bill by sms to save paper.\nNow coming to the food IÃ\x83Ã\x83Ã\x82Ã\x82Ã\x83Ã\x82Ã\x82Ã\x92ve tried the herbed wedges
Chai Galli,Yes,4.2/5,819,Brookefield,Cafe,"Cafe, Street Food",300,Cafes,Brookefield
Mugs N Burgers,Yes,4.0/5,130,Brookefield,Cafe,"Cafe, Burger, Chinese, Fast Food, Beverages",600,Cafes,Brookefield
Refresh,Yes,3.2/5,501,Brookefield,Cafe,"Cafe, Beverages",500,Cafes,Brookefield
Madouk Cafe,No,4.0/5,72,Brookefield,Cafe,Cafe,500,Cafes,Brookefield
Biggies Burger 'n' More,Yes,4.0/5,293,Brookefield,Quick Bites,"Cafe, Burger, Beverages",650,Cafes,Brookefield
Chaai Resto,Yes,3.4/5,6,Brookefield,Cafe,"Cafe, Rolls, Fast Food",200,Cafes,Brookefield
Cafe Coffee Day,No,2.3/5,30,Brookefield,Cafe,"Cafe, Fast Food",900,Cafes,Brookefield
An Egg Story,No,4.1/5,701,Brookefield,Cafe,"Cafe, Continental, American, Italian",600,Cafes,Brookefield
Bloomsbury's Global Kitchen & Bakehouse,Yes,4.5/5,733,Whitefield,"Cafe, Dessert Parlor","American, Cafe, Continental, French, Burger, Mexican, Desserts, Pizza",900,,
 'RATED\n \nI liked the Tom Kha Prawns soup, Chicken Tikka and Tomato Bruschetta,mango, peach and chocolate gold dusted cake.The desserts were a visual delight.\nI liked the idea of kettles hanging from the ceiling to add to the ambiance.\n\nmissfoodaficionado.wordpress.com')," """"RATED\n  Although they're famous for their cakes and desserts", I would highly recommend a few other items off the menu that I tried and loved like\nTom Kha Prawns soup, Mambo shake having banana,mango, 'RATED\n  To me this is by far the coolest place I have visited in whitefield. Cafe is located near Vydehi bus stop is adjacent to Galitos and Coldstone. Sticking with the london Theme, I am sure Bloomsburys has invested lot of time in thier interior designing. From cushions to their lightings everything had london touch. However food menu had no boundaries
Enchanted Garden,Yes,4.3/5,330,Whitefield,"Casual Dining, Cafe","North Indian, Continental, Italian, Cafe","1,400",,
 'RATED\n  Lasagne over here is way best from other places. It has pasta and veggies and cheese in between the layers of lasagne sheet. It is cheesy and full of veggies and one of the best continental dish i ever had in my life.'), ('Rated 5.0', ('Rated 5.0', 'RATED\n  Pao bhaji pizza something unique which i tried out today at this place. It was pao bhajis bhaji on pizza which made the pizza taste desi so try out this unique dish over here. Something new and different')," """"RATED\n  I am the one who keeps on visiting this place\n\nGreat staff ", beautiful ambiance , ('Rated 5.0', 'RATED\n  Lasagne over here is way best from other places. It has pasta and veggies and cheese in between the layers of lasagne sheet. It is cheesy and full of veggies and one of the best continental dish i ever had in my life.'), ('Rated 5.0', 'RATED\n  Pao bhaji pizza something unique which i tried out today at this place. It was pao bhajis bhaji on pizza which made the pizza taste desi so try out this unique dish over here. Something new and different')
Cafe Palmyra,No,4.2/5,500,Whitefield,"Casual Dining, Cafe","Chinese, North Indian, Continental, Cafe","2,000",Cafes,Brookefield
Cultch Resto Cafe,No,3.7/5,46,Marathahalli,Cafe,Cafe,600,Cafes,Brookefield
Cafe Thulp,Yes,3.4/5,54,"ITPL Main Road, Whitefield",Cafe,"Cafe, Burger, Italian, Salad","1,000",Cafes,Brookefield
Oregano Soul Food,Yes,4.1/5,142,Whitefield,Cafe,Cafe,700,Cafes,Brookefield
Third Wave Coffee Roasters,No,NEW,0,Whitefield,Cafe,"Cafe, Continental, Desserts",800,Cafes,Brookefield
The Chocolate Heaven,Yes,3.1/5,175,Whitefield,"Dessert Parlor, Quick Bites","Desserts, Cafe",600,Cafes,Brookefield
Chai Mania,Yes,2.8/5,67,Marathahalli,Cafe,"Cafe, Tea, Beverages",300,Cafes,Brookefield
Starbucks,No,3.9/5,34,Whitefield,Cafe,"Cafe, Desserts",700,Cafes,Brookefield
Black Rock Cafe,Yes,3.5/5,22,Marathahalli,Cafe,Cafe,500,Cafes,Brookefield
Whitefield Baking Company - Bengaluru Marriott Hotel...,No,3.9/5,57,Whitefield,"Bakery, Cafe","Bakery, Cafe",400,Cafes,Brookefield
Cafe Olive,No,3.1/5,14,Marathahalli,Cafe,"Cafe, Italian",500,Cafes,Brookefield
Tim Cafe,Yes,3.6/5,39,Marathahalli,Cafe,"Cafe, Sandwich, Beverages",250,Cafes,Brookefield
Hodge Podge,Yes,NEW,0,Whitefield,"Quick Bites, Cafe","Desserts, Cafe",300,Cafes,Brookefield
Spice Boulevard,No,3.9/5,90,Whitefield,Cafe,"Cafe, Continental, Chinese",700,,
 'RATED\n  Awesome food ? ... the chef really knows continental ... yummy starter, steak and pizza ... located in a peaceful corner ... food lovers worth a visit ??')," """"RATED\n  A hidden gem in the bustling Whitefield area. You may find it sometimes devoid of a single customer but it shouldn't deter you to start your short gastronomic journey. Ambience is good", mostly at the open first floor," taste is good & it's light on pocket. A definite place for revisit"""")", ('Rated 4.5', Bistro Boulevard is one of those restaurants which we would like to call the Ã\x83Ã\x83Ã\x82Ã\x82Ã\x83Ã\x82Ã\x82Ã\x91Hidden GemÃ\x83Ã\x83Ã\x82Ã\x82Ã\x83Ã\x82Ã\x82Ã\x92. It was a weekday evening, after a long weekend, away from the rasping noises of the vehicles. It was a beautiful evening with cold breeze and we decided to sit on the roof top area. ...\nRead full post on sreeragnk.com'), ('Rated 5.0'
Fashion Knack Cafe,No,3.7/5,18,Whitefield,Cafe,"Cafe, Burger, Sandwich",250,Cafes,Brookefield
UBCR,Yes,3.6/5,9,Marathahalli,Cafe,"Italian, American, Chinese, Arabian, North Indian, Cafe","1,000",Cafes,Brookefield
Teashot,No,2.9/5,24,Whitefield,Cafe,Cafe,150,Cafes,Brookefield
Cafe 19,No,,0,Marathahalli,Cafe,"Cafe, Fast Food",350,Cafes,Brookefield
FIFA Cafe,No,3.2/5,4,Marathahalli,Cafe,"Cafe, Beverages",500,Cafes,Brookefield
CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© Delight,No,3.2/5,40,Marathahalli,"Cafe, Quick Bites","Cafe, Italian",400,Cafes,Brookefield
Chef Baker's,Yes,3.5/5,32,Whitefield,"Bakery, Cafe","Bakery, Desserts, Cafe, Italian, Pizza",400,Cafes,Brookefield
Desi Chai,Yes,,0,Marathahalli,"Cafe, Quick Bites","Cafe, Fast Food, Beverages",300,Cafes,Brookefield
Brookefield Cafe,No,,0,"ITPL Main Road, Whitefield",Cafe,Cafe,500,Cafes,Brookefield
REFUEL,Yes,3.7/5,118,Marathahalli,"Takeaway, Delivery","Chinese, North Indian, Fast Food",300,Delivery,Brookefield
Easy Bites,Yes,4.0/5,50,"Varthur Main Road, Whitefield","Takeaway, Delivery","Fast Food, Sandwich",300,Delivery,Brookefield
Polar Bear,Yes,4.5/5,41,"Varthur Main Road, Whitefield","Takeaway, Delivery","Desserts, Ice Cream",300,Delivery,Brookefield
Punjabites,Yes,3.7/5,10,"Varthur Main Road, Whitefield","Takeaway, Delivery","North Indian, Charcoal Chicken",400,Delivery,Brookefield
Empire Restaurant,Yes,3.5/5,156,"Varthur Main Road, Whitefield","Takeaway, Delivery","Kerala, Seafood, South Indian, Chinese, North Indian, Charcoal Chicken, Beverages",400,Delivery,Brookefield
Midnight Mania,Yes,3.8/5,599,Marathahalli,Delivery,"Pizza, Italian, Beverages",700,Delivery,Brookefield
Buddha Treats,Yes,4.2/5,351,Brookefield,Casual Dining,"Chinese, Thai",600,Delivery,Brookefield
Kitchens@Whitefield,Yes,3.4/5,215,"Varthur Main Road, Whitefield","Takeaway, Delivery","Biryani, Kerala, Mughlai, Street Food, North Indian, Chinese, South Indian, Andhra",400,Delivery,Brookefield
La-Pizza,Yes,3.6/5,151,East Bangalore,Delivery,"Italian, Pizza, Burger",450,Delivery,Brookefield
Bowl N Biryani,Yes,3.4/5,22,"ITPL Main Road, Whitefield",Quick Bites,"Biryani, North Indian, Chinese",500,Delivery,Brookefield
Ooh La La,Yes,3.6/5,15,Whitefield,Delivery,"North Indian, Biryani",500,Delivery,Brookefield
DinePost9,Yes,3.8/5,798,Marathahalli,Delivery,"North Indian, South Indian, Chinese, Continental",450,Delivery,Brookefield
Fish Chain,Yes,3.8/5,78,"Varthur Main Road, Whitefield","Takeaway, Delivery","Seafood, BBQ, Biryani",250,Delivery,Brookefield
Rishitha Restaurant,Yes,3.8/5,57,Whitefield,Quick Bites,"North Indian, Andhra",500,Delivery,Brookefield
Night Food Joint,Yes,2.8/5,295,Marathahalli,Delivery,"North Indian, Chinese",500,Delivery,Brookefield
KA53,Yes,3.7/5,22,Whitefield,Quick Bites,North Indian,300,Delivery,Brookefield
Roti Ghar Ki,Yes,4.0/5,107,Whitefield,Quick Bites,"North Indian, Chinese, Biryani",400,Delivery,Brookefield
Biriyani Section,Yes,NEW,0,Whitefield,Quick Bites,"Biryani, North Indian",300,Delivery,Brookefield
Starter House,Yes,NEW,0,Whitefield,Quick Bites,"Chinese, Continental",250,Delivery,Brookefield
Techies Kitchen,Yes,3.6/5,193,"ITPL Main Road, Whitefield",Delivery,"Biryani, North Indian",400,Delivery,Brookefield
Imperio Restaurant,Yes,4.2/5,767,Brookefield,Casual Dining,"North Indian, Arabian, Mughlai, Biryani, Seafood, Beverages",700,Delivery,Brookefield
